CEFLEN,2025-11-30
CEFOTAXIMA SÓDICA,2028-02-29
CEFTAZIDIMA,2028-10-31
CEFTAZIDIMA PENTAHIDRATADA,2025-12-31
CEFTAZIDIMA PENTAIDRATADA,2029-08-31
CEFTAZIDON,2027-10-31
CEFTFENPRO LP,2028-07-31
CEFTON,2027-10-31
CEFTRIAX,2025-06-30
CEFTRIAXONA SODICA,2025-05-31
CEFTRIAXONA SÓDICA,2028-10-31
CELERG,2028-02-29
CELERGIN,2028-03-31
CELESTAMINE,2029-01-31
CELESTONE,2026-10-31
CELESTONE SOLUSPAN,2025-08-31
CELESTRAT,2059-03-31
CELETIL,2028-12-31
CELLCEPT,2026-04-30
CELLEXINA,2026-06-30
CELLOZINA,2025-11-30
CELLUFAN  VITA,2028-02-29
CELOCORT,2025-01-31
CELSENTRI,2026-02-28
CEMAX,2027-08-31
CENEVIT,2028-04-30
CENEVIT ARG,2025-12-31
CENEVIT ZINCO,2028-07-31
CENTELLA HERBARIUM,2027-09-30
CEPLUS,2028-10-31
CEPLUVITIN,2027-09-30
CEPLUVITIN ARG,2027-10-31
CERAPREV,2027-08-31
CERAZETTE,2025-06-30
CEREMIL,2028-11-30
CERNE-12,2029-06-30
CERTICAN,2029-02-28
CERUMIN,2029-11-30
CERVARIX,2028-02-29
CETADEX,2026-11-30
CETIHEXAL,2026-08-31
CETILPLEX,2025-05-31
CETIRTEC,2029-01-31
CETOBETA,2029-06-30
CETOCONAZOL + BETAMETASONA + SULFATO DE NEOMICINA,2030-09-30
CETOCONAZOL+ DIPROPIONATO DE BETAMETASONA,2026-10-31
CETOCONAZOL+ DIPROPIONATO DE BETAMETASONA+ SULFATO DE NEOMICINA,2025-11-30
CETOCONAZOL+DIPROPRIONATO DE BETAMETASONA+SULFATO DE NEOMICINA,2028-01-31
CETOCORT,2027-11-30
CETODERM,2025-12-31
CETOFENID,2026-01-31
CETOMED,2025-12-31
CETONAT,2026-11-30
CETONAX,2026-06-30
CETONEO,2026-05-31
CETONIN,2025-10-31
CETOP,2029-08-31
CETOPROX,2022-01-31
CETOROLACO DE TROMETAMOL,2029-01-31
CETOZOL,2025-01-31
CETROLAC,2026-05-31
CETROTIDE,2025-06-30
CEVITA,2027-06-30
CEZOLIN,2029-04-30
CHAMPIX,2026-09-30
CHARMELIE,2022-02-28
CHERRY,2030-03-31
CHOFRAFIG,2025-09-30
CHOPHYTOL,2030-08-31
CHORIOMON-M,2027-02-28
CHRON-ASA 5,2027-01-31
CIALIS,2028-01-31
CIANEO,2026-06-30
CIBEX,2028-02-29
CIBRATO,2026-02-28
CICATENOL,2025-02-28
CICATRENE,2026-08-31
CICLADOL,2025-01-31
CICLALGIN,2027-07-31
CICLALGIN FLEX,2029-02-28
CICLO 21,2029-08-31
CICLOFEMME,2027-11-30
CICLOPIROX- OLAMINA,2028-11-30
CICLOPLÉGICO,2029-10-31
CICLOPRIMOGYNA,2029-03-31
CICLORTEN,2027-04-30
CICLOVULAR,2029-09-30
CICONAZOL,2029-02-28
CIFLOGEX,2027-09-30
CILINON,2028-09-30
CILODEX,2025-01-31
CILOXAN,2027-09-30
CILOXAN OTOLÓGICO,2029-07-31
CIMAHER,2029-03-31
CIMECORT,2027-10-31
CIMEGRIPE 77C,2027-06-30
CIMEGRIPE DIA,2025-08-31
CIMELIDE,2026-03-31
CIMZIA,2027-02-28
CINATREX,2029-12-31
CINCORDIL,2028-02-29
CINETOL,2029-02-28
CINQAIR,2028-07-31
CIPIDE,2028-05-31
CIPOFLOU,2030-05-31
CIPRAMIL,2027-10-31
CIPRIX,2028-09-30
CIPRIXIN DEXA,2025-03-31
CIPRO,2028-05-31
CIPROBIOT,2025-12-31
CIPROFAR,2029-06-30
CIPROFLONAX,2025-07-31
CIPROFLOXATRIN,2025-03-31
CIPROLIP,2028-11-30
CISAUNI,2024-05-31
CISPLATINA,2027-10-31
CISTEIL,2029-02-28
CISTICID,2029-01-31
CISTITEMED,2027-08-31
CITAFORIN,2025-06-30
CITAGRAN,2025-06-30
"CITALOPRAM (PORT. 344/98, L-C1)",2027-10-31
CITANIC,2026-06-30
CITARAX,2027-08-31
CITOBÊ,2031-06-30
CITOCAINA,2028-08-31
CITOPLATINA,2026-05-31
CITOSTAL,2027-01-31
CITRATO DE ORFENADRINA + DIPIRONA SÓDICA + CAFEÍNA,2025-09-30
CITRICONEX,2027-07-31
CITROPLEX,2029-07-31
CITTÀ,2029-11-30
CIXIN,2027-04-30
CIZAX,2027-01-31
CLAFORDIL,2027-10-31
CLANISTIL,2026-05-31
CLAQUINONA,2029-03-31
CLARIL,2025-03-31
CLARILIB,2027-07-31
CLARITIN,2028-10-31
CLAROFT,2029-09-30
CLARVISOL,2029-02-28
CLAUDIC,2028-05-31
CLAVULIN,2027-08-31
CLAXAM,2028-04-30
CLAZI XR,2028-10-31
CLEAN HAIR,2027-12-31
CLEANKINOL,2027-07-31
CLEARTOP,2026-07-31
CLENIL,2026-07-31
CLENIL COMPOSITUM  A,2026-07-31
CLENIL COMPOSITUM HFA,2025-12-31
CLENIL HFA,2028-03-31
CLIANE,2026-08-31
CLIC,2030-09-30
CLIFEMIN,2026-09-30
CLILON,2028-09-30
CLIMASTON,2025-08-31
CLIMENE,2029-03-31
CLINDACIN,2025-11-30
CLINDAL  AZ,2026-09-30
CLINDAMIN-C,2025-06-30
CLINDARIX,2027-10-31
CLINDELLA,2028-09-30
CLINFAR,2025-05-31
CLINOLEIC,2027-05-31
CLISTEROL,2028-02-29
CLIZE,2029-08-31
CLO,2027-09-30
CLOBESOL,2026-01-31
CLOBIREX,2027-03-31
CLOCEF,2025-03-31
CLOFEN K,2027-02-28
CLOFEN S,2026-12-31
CLOMAZOL,2025-02-28
CLOMID,2028-02-29
CLONAZEPAM (PORT. 344/98 – LISTA B1),2027-02-28
CLONIDIN,2027-01-31
CLONIXINATO DE LISINA + CLORIDRATO DE CICLOBENZAPRIN,2026-02-28
CLOPE,2024-11-30
CLOPIDO-GRAN,2027-04-30
CLOPIDROR,2026-01-31
CLOPIN,2026-06-30
CLOPIN DUO,2029-06-30
CLOPIPLAX,2026-02-28
CLOPIVIX,2027-11-30
CLOPIXOL,2028-01-31
CLORATADD,2027-03-31
CLORATADD CAPS,2024-12-31
CLORATADD D,2028-01-31
CLORDILON,2025-05-31
CLORDOX,2026-06-30
CLORETO DE POTASSIO,2029-02-28
CLORETO DE POTASSIO  HALEX ISTAR,2027-10-31
CLORETO DE POTÁSSIO + GLICOSE + CLORETO DE SÓDIO,2021-11-30
CLORETO DE SODIO,2028-09-30
CLORETO DE SÓDIO + CLORETO DE CÁLCIO + ASSOCIAÇÕES FARMACE,2029-11-30
CLORETO DE SÓDIO BEKER,2026-08-31
CLORETO DE SÓDIO HYPOFARMA,2029-10-31
CLORETO DE SÓDIO JP FISIOLÓGICO,2028-03-31
CLORIDARTO DE MEMANTINA,2029-07-31
CLORIDRATO  DE RALOXIFENO,2029-11-30
CLORIDRATO DE  SOTALOL,2026-08-31
CLORIDRATO DE AZELASTINA,2027-02-28
CLORIDRATO DE BENAZEPRIL,2030-01-31
CLORIDRATO DE BIPERIDENO,2030-05-31
CLORIDRATO DE BUPIVACAÍNA,2025-03-31
CLORIDRATO DE BUPIVACAÍNA + GLICOSE,2029-06-30
CLORIDRATO DE BUPIVACAÍNA HIPERBÁRICA,2025-07-31
CLORIDRATO DE CEFEPIME,2029-10-31
CLORIDRATO DE CIPROFLOXACINO + DEXAMETASONA,2025-03-31
CLORIDRATO DE CLOBUTINOL,2026-12-31
CLORIDRATO DE CLOBUTINOL + SUCCINATO DE DOXILAMINA,2028-04-30
CLORIDRATO DE CLOMIPRAMINA (PORT. 344/98 LISTA C1),2029-08-31
CLORIDRATO DE EPINASTINA,2023-05-31
CLORIDRATO DE ERLOTINIBE,2028-12-31
CLORIDRATO DE FEXOFENADINA + CLORIDRATO DE PSEUDOEFEDRINA,2030-12-31
CLORIDRATO DE HIDROXIZINE,2025-09-30
CLORIDRATO DE IRINOTECANO TRIIDRATADO,2031-05-31
CLORIDRATO DE LIDOCAÍNA MONOIDRATADO,2026-07-31
CLORIDRATO DE MEBEVERINA,2029-12-31
CLORIDRATO DE MEPIVACAÍNA,2027-04-30
CLORIDRATO DE METFORMINA + GLIMEPIRIDA,2031-08-31
CLORIDRATO DE METFORMINA +GLIBENCLAMIDA,2022-10-31
CLORIDRATO DE NAFAZOLINA+MALEATO DE FENIRAMINA,2027-11-30
CLORIDRATO DE NALBUFINA,2029-06-30
CLORIDRATO DE NALOXONA,2025-04-30
CLORIDRATO DE ONDANSENTRONA,2027-02-28
CLORIDRATO DE OXICODONA,2028-10-31
CLORIDRATO DE PAROXETINA (PORT 344/98 LISTA C1),2030-01-31
CLORIDRATO DE PAROXETINA (PORTARIA 344/98 LISTA C1),2028-11-30
CLORIDRATO DE PIRIDOXINA + CLORIDRATO DE TIAMINA + FOSFATO DISSÓDICO ,2024-11-30
CLORIDRATO DE PROPANOLOL + HIDROCLOROTIAZIDA,2025-06-30
CLORIDRATO DE PROPRANOLOL + HIDROCLOROTIAZIDA,2025-06-30
CLORIDRATO DE SERTRALINA (PORT 344/98 LISTA C1),2029-02-28
CLORIDRATO DE SIBUTRAMINA MONOIDRATADA,2029-11-30
CLORIDRATO DE TERACICLINA + ANFOTERICINA B,2025-11-30
CLORIDRATO DE TIAMINA,2029-08-31
CLORIDRATO DE TIAMINA + CLORIDRATO DE PIRIDOXINA + CIANOCOBALAMINA + ,2031-08-31
CLORIDRATO DE TIROFIBANA MONOIDRATADO,2029-07-31
CLORIDRATO DE TOPOTECANA,2028-04-30
"CLORIDRATO DE TRAMADOL (PORT. 344/98, L-A2)",2027-10-31
CLORIDRATO DE TRAMADOL+PARACETAMOL,2022-11-30
CLORIDRATO DE VALACICLOVIR,2028-05-31
CLORIDRATO DE VALGANCICLOVIR,2030-02-28
CLORIDRATO DE VARDENAFILA,2026-10-31
CLORIDRATO DULOXETINA,2030-01-31
CLORIDRATRO DE TRAZODONA,2026-06-30
CLORITECAN,2027-10-31
CLOROQUINA DIFOSFATO,2027-11-30
CLORPROMAZ,2025-09-30
CLORTALIL,2026-11-30
CLOTRIGEL,2028-09-30
CLOTRIMIX,2036-11-30
CLOVANTAX,2022-07-31
CLOXAZOLAM,2026-06-30
CO-PRESSOTEC,2026-09-30
COAGADEX,2031-06-30
COALY,2029-01-31
COAMA,2029-03-31
COARTEM,2029-02-28
COBAPETIT,2025-07-31
COBAVITAL,2029-10-31
COCICHIMIL,2028-01-31
COD PAR,2028-10-31
CODATEN,2028-01-31
CODEIN,2027-03-31
CODEX,2027-03-31
CODYLEX,2028-05-31
COGIT,2029-06-30
COGLIVE,2025-05-31
COGNITUS,2029-04-30
COLEDUE,2030-04-30
COLEGÓRICO,2025-09-30
COLIAFT,2027-08-31
COLIPAN,2029-08-31
COLIS-TEK,2027-08-31
COLISTIMETATO SODICO,2025-07-31
COLOHALER,2026-09-30
COLPADAK,2029-03-31
COLPATRIN,2026-10-31
COLPIST MT,2025-04-30
COLPISTAR,2027-07-31
COLPISTATIN,2028-06-30
COLUJET,2025-04-30
COLÍRIO DE CINERÁRIA MARÍTIMA ALMEIDA PRADO,2025-06-30
COLÍRIO DE EUPHRASIA OFFICINALIS ALMEIDA PRADO,2027-02-28
COLÍRIO GEOLAB,2026-11-30
COLÍRIO LEGRAND,2029-12-31
COLÍRIO NEO BRASIL,2027-06-30
COLÍRIO TEUTO,2026-07-31
COMBIGAN,2029-05-31
COMBIRON,2028-04-30
COMBIRON FÓLICO,2027-01-31
COMBODART,2026-10-31
COMIRNATY,2024-02-29
COMPAZ,2029-10-31
COMPLE B,2026-12-31
COMPLEXO B,2030-03-31
COMPLEXO B 12,2029-11-30
COMPLEXO B 12 XPE,2030-03-31
COMPLEXO B MEDQUÍMICA,2028-08-31
COMPLEXO HOMEOPÁTICO AESCULUS ALMEIDA PRADO 20,2027-01-31
COMPLEXO HOMEOPÁTICO ARSENICUM IODATUM ALMEIDA PRADO 34,2027-09-30
COMPLEXO HOMEOPÁTICO BARYTA CARBONICA ALMEIDA PRADO 06,2026-03-31
COMPLEXO HOMEOPÁTICO BORAX ALMEIDA PRADO 43,2026-03-31
COMPLEXO HOMEOPÁTICO CALCAREA PHOSPHORICA ALMEIDA PRADO 24,2026-02-28
COMPLEXO HOMEOPÁTICO CANTHARIS ALMEIDA PRADO 16,2029-09-30
COMPLEXO HOMEOPÁTICO CAUSTICUM ALMEIDA PRADO 09,2026-03-31
COMPLEXO HOMEOPÁTICO CHELIDONIUM ALMEIDA PRADO 11,2026-03-31
COMPLEXO HOMEOPÁTICO COCCULUS ALMEIDA PRADO 38,2026-02-28
COMPLEXO HOMEOPÁTICO GELSEMIUM ALMEIDA PRADO 5,2026-03-31
COMPLEXO HOMEOPÁTICO HAMAMELIS ALMEIDA PRADO 21,2026-03-31
COMPLEXO HOMEOPÁTICO HYDRASTIS ALMEIDA PRADO 3,2026-03-31
COMPLEXO HOMEOPÁTICO IGNATIA ALMEIDA PRADO 35,2026-07-31
COMPLEXO HOMEOPÁTICO IPECA ALMEIDA PRADO 10,2026-03-31
COMPLEXO HOMEOPÁTICO IRIS ALMEIDA PRADO 1,2026-02-28
COMPLEXO HOMEOPÁTICO LACHESIS ALMEIDA PRADO 28,2026-02-28
COMPLEXO HOMEOPÁTICO LOBELIA ALMEIDA PRADO 49,2026-03-31
COMPLEXO HOMEOPÁTICO NUX VOMICA ALMEIDA PRADO 14,2026-03-31
COMPLEXO HOMEOPÁTICO PHYTOLACCA ALMEIDA PRADO 48,2026-03-31
COMPLEXO HOMEOPÁTICO SABADILLA ALMEIDA PRADO 4,2026-02-28
COMPLEXO HOMEOPÁTICO THUYA ALMEIDA PRADO 18,2026-03-31
COMPLEXO RHUS TOXICODENDRON ALMEIDA PRADO 32,2026-02-28
COMPLEXO SENNA ALMEIDA PRADO Nº 46,2026-06-30
CONACORT,2026-08-31
CONAZOL,2029-03-31
CONCEPNOR,2023-08-31
CONCOR,2029-03-31
CONCOR ANLO,2030-11-30
CONCOR HCT,2026-10-31
CONCÁRDIO,2029-08-31
CONDROFLEX,2028-04-30
CONDUVAZ,2028-08-31
CONFILIFY,2026-05-31
CONISO,2028-06-30
CONMEL,2029-10-31
CONSTRUFLOR,2031-06-30
CONTHENC,2028-03-31
CONTRACEP,2028-07-31
CONTRACTUBEX,2027-03-31
CONVIVANCE,2029-10-31
COPAXONE,2026-10-31
COQUES,2027-08-31
COR-SELECT,2026-04-30
CORAMENT,2030-12-31
CORAPROL,2029-03-31
CORATEZ,2026-08-31
CORDAREX,2029-04-30
CORDIL,2028-07-31
CORDIRON,2022-06-30
COREG,2025-10-31
CORISTINA D,2029-10-31
CORISTINA DIA,2028-11-30
CORISTINA NOITE,2028-04-30
CORISTINA VITAMINA C,2026-08-31
CORONAR,2029-06-30
CORPORE,2030-03-31
CORRETAL,2027-06-30
CORTAZIDIN,2028-07-31
CORTICORTEN,2027-06-30
CORTIDEX,2028-01-31
CORTIFAR,2028-09-30
CORTIGEN,2027-07-31
CORTISONAL,2027-10-31
CORTITOP,2027-03-31
CORUS,2026-03-31
COSARTAN,2026-12-31
COSARTAN ALP,2028-11-30
COSENTYX,2025-12-31
COSOPT,2028-09-30
COTELLIC®,2026-05-31
COVERSYL,2027-01-31
COVERSYL PLUS,2029-05-31
COXIZY,2030-02-28
COZAAR,2029-03-31
COZALESS,2029-12-31
CPHD 24/34,2027-11-30
CPHD 35 BA,2025-08-31
CPHD AC,2025-11-30
CPHD AC 35 C/ GLICOSE,2025-06-30
CPHD COM GLICOSE,2026-08-31
CPHD FARMARIN,2028-08-31
CPHD GENIUS,2025-05-31
CPHD GENIUS DS,2027-04-30
CPHD SEM GLICOSE 1:44,2026-08-31
CPHD SMP 35,2025-05-31
CREMEDERME,2027-11-30
CREMEFENERGAN,2026-08-31
CREON,2030-01-31
CRESLIP,2029-06-30
CRESTOR,2029-02-28
CREVAGIN,2027-12-31
CRINONE,2025-04-30
CRISAPINA,2027-05-31
CRISCY,2029-05-31
CRISPRED,2026-01-31
CRISTALIN,2026-08-31
CROFFESTRA,2025-05-31
CROMOGLICATO,2028-11-30
CROMOGLICATO DISSÓDICO,2022-02-28
CRONOBÊ,2029-12-31
CRONOPLEX,2025-03-31
CROPOC,2028-08-31
CRYS,2031-03-31
CUBICIN,2028-08-31
CUORE,2026-02-28
CUROSURF,2027-09-30
CUTENOX,2027-07-31
CUTISANOL,2029-12-31
CYCLOFLUOR,2028-11-30
CYFENOL,2025-07-31
CYFENOL BABY,2031-05-31
CYGNUS D,2030-08-31
CYLOCORT,2026-08-31
CYMBALTA,2029-09-30
CYMBI,2030-01-31
CYMEVENE,2026-03-31
CYMEVIR,2028-03-31
CYPCINO,2030-11-30
CYRAMZA,2026-02-28
CYSTADANE,2024-09-30
CYSTEX,2029-05-31
CYSTEX DUO,2031-07-31
CYSTISTAT,2026-02-28
CYTOS,2028-08-31
CYTRANA,2027-11-30
CÁSCARA SAGRADA HERBARIUM,2027-05-31
CÂNFORA,2027-02-28
D.NOVA D3,2029-11-30
D3CAPS,2030-04-30
DABAZ,2029-12-31
DACARB,2028-01-31
DACEFA,2025-12-31
DACOGEN,2029-01-31
DACTIL OB,2025-09-30
DAEM,2028-09-30
DAFLON,2029-05-31
DAFORIN,2027-07-31
DAGLI,2028-10-31
DAINITRE,2026-06-30
DAISAN,2026-09-30
DAIVOBET,2027-05-31
DAIVONEX,2026-10-31
DAKLINZA,2025-01-31
DAKNAX,2026-05-31
DAKTARIN GEL ORAL,2027-01-31
DAKTAZOL CREME,2028-03-31
DALACIN C,2025-03-31
DALACIN C E DALACIN V,2026-10-31
DALAY,2027-11-30
DALILAH,2029-03-31
DALINVI,2027-01-31
DALYNE,2026-10-31
DALÍ,2025-04-30
DAMATER,2028-05-31
DAMATER D,2028-12-31
DANPEZIL,2026-09-30
DANTALIN,2029-05-31
DANTROLEN,2027-05-31
DAPAGLE,2031-03-31
DAPAGLIFLOZINA +CLORIDRATO DE METFORMINA,2031-08-31
DARAPRIM,2029-10-31
DASATINIBE,2031-07-31
DASTENE,2025-07-31
DAT-IPEN,2023-02-28
DAUNOBLASTINA,2028-12-31
DAXAS,2026-02-28
DAZEK,2030-08-31
DDAVP,2027-04-30
DEBET,2025-11-30
DECA-DURABOLIN,2026-07-31
DECADRON,2029-04-30
DECADRON COLÍRIO,2029-04-30
DECADRON INJETÁVEL,2029-04-30
DECADRON NASAL,2029-04-30
DECADRONAL,2029-05-31
DECAN HALOPER,2028-07-31
DECHIMIA,2031-03-31
DECI,2029-07-31
DECIPRAX,2025-10-31
DECNAZOL,2026-06-30
DECOLE,2027-08-31
DECOLE CAPS,2029-03-31
DECONGEX PLUS,2027-02-28
DEFEXIN,2028-02-29
DEFITELIO,2029-03-31
DEFLAIMMUN,2028-01-31
DEFLANIL,2027-04-30
DEFLUXOMED,2026-10-31
DEFORCE,2029-03-31
DEFULL,2029-05-31
DEGEN,2026-09-30
DELABAXI,2030-12-31
DELAGRAN,2027-03-31
DELLER,2027-02-28
DELTALAB,2029-02-28
DELTAMETRIL,2029-04-30
DELTAPIL,2027-03-31
DEMEDROX,2025-11-30
DEMI-D,2030-03-31
DENAVAS,2026-07-31
DENGVAXIA,2025-12-31
DENSIS,2025-10-31
DENYL,2027-04-30
DEOCIL,2026-12-31
DEP,2028-06-30
DEPAKENE,2029-09-30
DEPAKOTE,2025-09-30
DEPANTEX,2026-02-28
DEPAXAN,2026-05-31
DEPO-MEDROL,2029-11-30
DEPO-PROVERA,2026-06-30
DEPOMES,2025-05-31
DEPOSTERON,2029-02-28
DEPRASIL,2029-06-30
DEPRENON  VITA,2028-02-29
DEQUADIN,2025-06-30
DERADOP,2028-09-30
DERIVA C MICRO,2026-02-28
DERIVA MICRO,2025-07-31
DERMATISAN,2026-10-31
DERMITRAT,2025-12-31
DERMOBENE,2029-10-31
DERMOCORTE,2025-03-31
DERMODEX,2027-01-31
DERMOGRAN,2026-12-31
DERMOMAX,2029-02-28
DERMONASE,2029-10-31
DERMOSALIC,2025-06-30
DERMOSTATIN,2028-11-30
DERMOTIL FUSID,2028-03-31
DERMOTRIZOL,2029-08-31
DERMOVAGIN,2027-02-28
DERMOVAT,2025-07-31
DERMS,2026-04-30
DESAIRON,2027-07-31
DESALEX,2026-09-30
DESALEX D12,2029-05-31
DESCON,2028-11-30
DESCOVY,2029-10-31
DESDUO,2031-05-31
DESFERAL,2028-01-31
DESIRÉE,2027-04-30
DESLANOL,2027-11-30
DESLIN,2026-04-30
DESLORANA,2026-10-31
DESONOL,2025-02-28
DESOSKIN,2028-11-30
DESOTIDEX,2025-10-31
DESRINITE,2031-06-30
DESTADIN,2029-06-30
DESTILBENOL,2028-02-29
DESTYC,2029-04-30
DESVE,2027-06-30
DESVENTAG,2029-09-30
DETAQUE,2031-01-31
DEVALY LP,2029-03-31
DEWS,2031-06-30
DEX,2028-07-31
DEX BOLSA,2024-05-31
DEX-500-TEC,2029-09-30
DEX-70-TEC,2029-10-31
DEXA-CITONEURIN NFF,2024-01-31
DEXADERMIL,2028-08-31
DEXAFLOTEN,2027-02-28
DEXAGLOS,2025-01-31
DEXAGREEN,2029-08-31
DEXALGEN,2026-11-30
DEXALGEN NF,2031-09-30
DEXAMETASONA+SULFATO DE NEOMICINA+SULFATO DE POLIMIXINA B,2027-05-31
DEXAMETONAL,2023-06-30
DEXAMETRAT,2026-05-31
DEXAMEX,2025-06-30
DEXANEURIN,2029-10-31
DEXASON,2029-04-30
DEXAVISON,2027-01-31
DEXFER,2027-04-30
DEXILANT,2027-01-31
DEXLLA,2028-05-31
DEXPROTENOL,2029-10-31
DEXTAFLAM,2030-10-31
DEXTAMINE,2025-07-31
DEYSE,2025-02-28
DEZEMIM,2026-10-31
DFLAX,2029-01-31
DHIVAS,2030-09-30
DIABEMED,2030-01-31
DIABINESE,2029-12-31
DIACQUA,2025-05-31
DIAD,2028-10-31
DIADEN,2027-12-31
DIAFORMIN,2026-05-31
DIAFURAN,2029-12-31
DIAMICRON,2029-07-31
DIAMOX,2025-03-31
DIANE 35,2029-10-31
DIANEAL PD-2,2027-02-28
DIASEC,2026-08-31
DIATARCOM MR,2030-11-30
DIAZEPAM NQ,2029-12-31
DIBEDERM,2026-03-31
DICAZID MR,2026-02-28
DICLAC,2025-01-31
DICLAC P.,2026-05-31
DICLIN,2025-05-31
DICLOAIR,2026-06-30
DICLOFAN® GEL,2026-07-31
DICLOFARMA,2026-02-28
DICLOFENACO,2027-09-30
DICLOFENACO DE DIETILAMONIO,2025-06-30
DICLOFENACO DE DIETILAMÔMIO,2028-04-30
DICLORIDRATO DE MANIDIPINO,2029-09-30
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO,2030-04-30
DICOXIBE,2026-04-30
DIDROGESTERONA,2025-03-31
DIELOFT,2027-08-31
DIETILCARBAMAZINA CITRATO,2027-11-30
DIEVARI,2029-01-31
DIFEBRIL,2029-12-31
DIFENIDRIN,2026-11-30
DIFFERIN,2027-03-31
DIFLUMID,2026-04-30
DIFOSFATO DE CLOROQUINA,2023-07-31
DIGEDRAT,2027-05-31
DIGEPLUS,2026-12-31
DIGESAN,2026-08-31
DIGESIGMA,2025-05-31
DIGESIGMA GOTAS,2027-07-31
DIGESOL,2027-05-31
DIGESPRID,2026-12-31
DIGESTIL,2026-09-30
DIGESTINA,2025-02-28
DIGEVITA,2027-05-31
DIGIAZIA,2027-01-31
DILABRONCO,2026-07-31
DILACORON,2029-10-31
DILTIN,2029-12-31
DILUENTE BACTERIOSTÁTICO,2027-06-30
DIMEFTAL,2026-04-30
DIMENIDRIN,2025-09-30
DIMENIDRINATO + CLORIDRATO DE PIRIDOXINA,2021-10-31
DIMETAPP,2025-01-31
DIMETAPP EXPECTORANTE,2026-08-31
DIMINUT,2028-04-30
DINAFLEX,2025-09-30
DINE,2025-04-30
DINILL,2029-04-30
DINORÁ,2031-05-31
DIOBRATE,2030-03-31
DIOEH,2025-09-30
DIOHESP,2029-05-31
DIOL,2031-08-31
DIOLESS,2025-03-31
DIOPLEX DH,2031-06-30
DIOSMIN,2028-03-31
DIOSMIN SDU,2029-07-31
DIOVAN,2026-11-30
DIOVAN AMLO FIX,2027-06-30
DIOVAN HCT,2028-04-30
DIOVASES,2030-04-30
DIPEPTIVEN,2028-01-31
DIPIDOR,2027-10-31
DIPIFARMA,2026-03-31
DIPIMED,2026-02-28
DIPIRALGIN,2027-05-31
DIPIRONA  MONOIDRATADA,2027-10-31
DIPIRONA + CAFEÍNA,2025-10-31
DIPIRONA MONOHIDRATADA,2023-05-31
DIPIRONA MONOIDRATADA + BUTILBROMETO DE ESCOPOLAMINA,2028-04-30
DIPIRONA SODICA + CLORIDRATO DE ADIFENINA + CLORIDRATO DE PROMETAZINA,2025-07-31
DIPIRONATI,2027-08-31
DIPRIN,2025-06-30
DIPRIVAN,2028-11-30
DIPROGENTA,2030-03-31
DIPROPIONATO DE BETAMETASONA + ACIDO SALICILICO,2026-11-30
DIPROSALIC,2029-03-31
DIPROSONE,2028-05-31
DIPROSPAN,2025-06-30
DIPROZIL,2028-04-30
DIRECTUS,2028-04-30
DISI-TEC,2029-09-30
DISPEPMED,2025-01-31
DISPLATA,2026-07-31
DITRATE,2024-07-31
DIUBLOK,2025-05-31
DIUPRESS,2025-04-30
DIUREMIDA,2028-03-31
DIUREZIN,2025-09-30
DIURISA,2028-08-31
DIURIT,2026-12-31
DIURIX,2026-05-31
DIVA 20,2028-03-31
DIVALCON,2026-02-28
DIVEINS,2030-12-31
DIVELOL,2027-05-31
DIVENA,2026-12-31
DIVIDOL,2029-08-31
DIZTABEX,2029-09-30
DMSA-TEC,2023-03-31
DNAREN,2027-12-31
DOBEVEN,2025-02-28
DOBTAN,2027-03-31
DOBU,2027-09-30
DOBUTARISTON,2028-06-30
DOBUTREX,2025-06-30
DOCEGLENNU,2027-03-31
DOCELIBBS,2029-04-30
DOCEUNO,2028-09-30
DOCLAXIN,2029-05-31
DOGMATIL,2029-05-31
DOGRELIX,2026-07-31
DOJOLVI,2024-08-31
DOLADOR,2031-05-31
DOLAMIN,2028-02-29
DOLAMIN FLEX,2025-12-31
DOLOSAL,2029-10-31
DOLOTRAT,2026-04-30
DOMPED,2029-07-31
DOMPERIX,2025-07-31
DOMPGRAN,2026-10-31
DOMPLIV,2025-12-31
DON,2027-01-31
DONAREN,2027-03-31
DONAREN RETARD,2027-07-31
DONEZYD,2028-02-29
DONILA,2027-10-31
DONILA DUO,2029-12-31
DONOSOR,2023-10-31
DOPABANE,2028-06-30
DOPACRIS,2029-06-30
DOPCYM,2031-07-31
DOPROPIZINA,2028-08-31
DORALEX,2025-11-30
DORALGINA,2027-09-30
DORALGINA DIPCAF,2028-05-31
DORALIV,2027-08-31
DORDENTE,2029-05-31
DORENE,2028-11-30
DORENE TABS,2029-02-28
DORFEBRIL,2029-10-31
DORFEN,2028-01-31
DORFENOL,2025-09-30
DORFLEX,2026-08-31
DORGEX,2029-05-31
DORICAL KIDS,2026-04-30
DORICIN,2027-04-30
DORIL,2029-10-31
DORIL DC 500,2028-06-30
DORIL ENXAQUECA,2028-11-30
DORILAX,2025-01-31
DORILAX DF,2024-12-31
DORILAX DT,2029-04-30
DORILEN,2029-11-30
DORILESS,2025-05-31
DORMEC,2026-01-31
DORMIRE,2025-12-31
DORMIUM,2026-02-28
DORMONID,2025-01-31
DORNOT,2026-11-30
DORONA CAFI,2025-10-31
DORSPAN,2029-11-30
DORTRIRELAX,2029-11-30
DORZAL,2027-01-31
DORZAL MT,2027-04-30
DOSATAXEL,2028-03-31
DOSS,2028-12-31
DOSTINEX,2028-12-31
